"Puntaje_Mat","INSE_est","Codigo_Centro","Region","ESCS_Centro"
279.2295562,27,44421,"NORTE",-0.153143557
313.2289722,37,44421,"NORTE",-0.153143557
260.3827456,23,60962,"NORTE",-0.572519159
220.3677095,36,44421,"NORTE",-0.153143557
237.1504405,21,44421,"NORTE",-0.153143557
279.2295562,46,60962,"NORTE",-0.572519159
282.5470076,27,47566,"SUR",0.135447084
339.7598262,31,44404,"NORTE",-0.057559286
223.9518957,27,60962,"NORTE",-0.572519159
307.2930133,57,44319,"NORTE",0.106099177
326.4299078,37,44319,"NORTE",0.106099177
310.1070339,55,44319,"NORTE",0.106099177
239.9239582,49,44404,"NORTE",-0.057559286
287.2980576,67,44319,"NORTE",0.106099177
299.4020251,27,60962,"NORTE",-0.572519159
283.0997686,66,51272,"NORTE",1.375256375
290.2230055,38,60962,"NORTE",-0.572519159
327.859256,52,44319,"NORTE",0.106099177
334.1791898,64,44319,"NORTE",0.106099177
206.5240534,37,44319,"NORTE",0.106099177
276.3998958,46,44319,"NORTE",0.106099177
301.9002856,55,60962,"NORTE",-0.572519159
271.3944247,35,60962,"NORTE",-0.572519159
218.8537635,40,44319,"NORTE",0.106099177
245.6165556,27,60962,"NORTE",-0.572519159
269.340647,43,60962,"NORTE",-0.572519159
247.214532,40,44421,"NORTE",-0.153143557
286.422659,44,44319,"NORTE",0.106099177
280.7094219,43,60962,"NORTE",-0.572519159
227.4075224,45,60962,"NORTE",-0.572519159
260.364566,36,60962,"NORTE",-0.572519159
306.8270852,36,44319,"NORTE",0.106099177
321.8199176,46,44319,"NORTE",0.106099177
232.6981509,22,60962,"NORTE",-0.572519159
215.9211503,58,44319,"NORTE",0.106099177
309.989457,43,60962,"NORTE",-0.572519159
222.9835216,36,44319,"NORTE",0.106099177
283.0997686,41,60962,"NORTE",-0.572519159
297.3411492,21,60962,"NORTE",-0.572519159
260.3827456,50,44319,"NORTE",0.106099177
334.1791898,50,60962,"NORTE",-0.572519159
361.3112058,29,45033,"SUR",-0.392584715
257.9092005,23,60962,"NORTE",-0.572519159
296.1319795,42,60962,"NORTE",-0.572519159
257.9092005,49,44404,"NORTE",-0.057559286
264.6251715,19,60962,"NORTE",-0.572519159
254.7114881,33,44404,"NORTE",-0.057559286
315.8687186,45,44404,"NORTE",-0.057559286
299.4020251,25,60962,"NORTE",-0.572519159
318.9970367,46,60962,"NORTE",-0.572519159
282.5470076,27,60962,"NORTE",-0.572519159
267.7054601,28,44404,"NORTE",-0.057559286
212.8373296,18,60962,"NORTE",-0.572519159
290.2230055,20,40392,"NORTE",-0.664255179
289.965091,34,60962,"NORTE",-0.572519159
237.1504405,39,60962,"NORTE",-0.572519159
249.2398878,27,60962,"NORTE",-0.572519159
276.3998958,26,60962,"NORTE",-0.572519159
269.83028,39,44404,"NORTE",-0.057559286
290.9500661,28,60962,"NORTE",-0.572519159
252.8834764,19,60962,"NORTE",-0.572519159
296.1319795,67,60962,"NORTE",-0.572519159
252.0373703,41,60962,"NORTE",-0.572519159
271.2019487,29,44421,"NORTE",-0.153143557
163.4097566,35,40392,"NORTE",-0.664255179
239.3606475,33,44353,"NORTE",-0.628897032
270.7438559,33,44353,"NORTE",-0.628897032
239.3606475,33,44353,"NORTE",-0.628897032
252.8834764,30,44353,"NORTE",-0.628897032
311.9597951,37,44353,"NORTE",-0.628897032
267.7054601,37,44353,"NORTE",-0.628897032
325.7069944,27,44353,"NORTE",-0.628897032
306.8270852,38,44353,"NORTE",-0.628897032
218.8537635,31,44353,"NORTE",-0.628897032
220.3677095,24,44353,"NORTE",-0.628897032
264.3384975,35,44353,"NORTE",-0.628897032
269.2774051,34,40443,"NORTE",-0.642618208
251.6824641,48,40443,"NORTE",-0.642618208
279.8327563,39,40443,"NORTE",-0.642618208
350.7261949,47,44285,"NORTE",-0.303961291
315.4741958,48,44285,"NORTE",-0.303961291
288.5311572,41,44285,"NORTE",-0.303961291
255.3903467,37,60962,"NORTE",-0.572519159
282.5470076,21,44421,"NORTE",-0.153143557
245.217926,30,40443,"NORTE",-0.642618208
239.9239582,29,40443,"NORTE",-0.642618208
325.8096242,38,40443,"NORTE",-0.642618208
307.2930133,43,40443,"NORTE",-0.642618208
267.8574725,58,44319,"NORTE",0.106099177
269.83028,30,60962,"NORTE",-0.572519159
205.6641868,48,44319,"NORTE",0.106099177
184.4701822,26,60962,"NORTE",-0.572519159
306.2936756,62,44319,"NORTE",0.106099177
201.4564768,36,40392,"NORTE",-0.664255179
326.1832845,29,44319,"NORTE",0.106099177
289.965091,56,44319,"NORTE",0.106099177
290.9500661,26,44319,"NORTE",0.106099177
269.3817827,34,44319,"NORTE",0.106099177
269.3817827,47,44319,"NORTE",0.106099177
286.422659,36,60962,"NORTE",-0.572519159
258.1880931,37,60962,"NORTE",-0.572519159
239.3606475,56,60962,"NORTE",-0.572519159
297.3411492,56,60962,"NORTE",-0.572519159
265.5776773,41,44319,"NORTE",0.106099177
291.5281109,27,44285,"NORTE",-0.303961291
230.8436887,25,44285,"NORTE",-0.303961291
222.3346426,27,40443,"NORTE",-0.642618208
269.340647,44,40443,"NORTE",-0.642618208
232.0073342,35,40443,"NORTE",-0.642618208
230.8436887,38,40443,"NORTE",-0.642618208
330.9302566,54,44285,"NORTE",-0.303961291
245.217926,41,49674,"OESTE",-0.478696239
223.9417442,26,44285,"NORTE",-0.303961291
239.9239582,27,44285,"NORTE",-0.303961291
265.085995,40,44285,"NORTE",-0.303961291
396.8422344,37,44285,"NORTE",-0.303961291
219.3464949,13,60962,"NORTE",-0.572519159
273.1114451,33,60962,"NORTE",-0.572519159
279.2295562,22,60962,"NORTE",-0.572519159
226.4199856,32,60962,"NORTE",-0.572519159
277.8999698,22,44387,"NORTE",-0.764345075
249.2398878,42,60962,"NORTE",-0.572519159
265.5776773,50,47821,"SUR",0.15250815
280.7094219,23,60962,"NORTE",-0.572519159
258.4567678,13,60962,"NORTE",-0.572519159
245.217926,37,60962,"NORTE",-0.572519159
265.085995,31,47821,"SUR",0.15250815
293.7581134,24,60962,"NORTE",-0.572519159
330.9438913,37,44285,"NORTE",-0.303961291
216.1323021,38,44285,"NORTE",-0.303961291
267.8574725,38,40443,"NORTE",-0.642618208
264.3384975,53,46971,"ESTE",-0.254691822
290.9500661,22,40579,"SUR",-0.734202967
267.7054601,33,45424,"SUR",-0.125241142
284.9515209,32,45424,"SUR",-0.125241142
289.870797,42,45424,"SUR",-0.125241142
378.8497564,36,45424,"SUR",-0.125241142
284.9515209,44,45424,"SUR",-0.125241142
265.5776773,47,45424,"SUR",-0.125241142
283.0997686,58,45424,"SUR",-0.125241142
254.9737568,49,45424,"SUR",-0.125241142
260.3827456,46,45424,"SUR",-0.125241142
279.899218,53,45424,"SUR",-0.125241142
257.0127499,40,45424,"SUR",-0.125241142
291.5281109,24,45424,"SUR",-0.125241142
306.2936756,48,44608,"SUR",-0.039954936
291.5281109,34,45118,"SUR",-0.35621225
260.3827456,44,45118,"SUR",-0.35621225
269.3817827,34,44608,"SUR",-0.039954936
196.7886321,42,44608,"SUR",-0.039954936
269.2774051,24,41599,"CENTRO",-0.586693071
267.6096759,41,44591,"SUR",-0.335651724
301.430441,71,53567,"OESTE",1.193813204
342.6332093,41,44608,"SUR",-0.039954936
351.9635727,45,44829,"SUR",0.007175917
258.4567678,48,47991,"SUR",-0.300772333
306.2936756,33,46699,"CENTRO",-0.251993795
297.537431,32,44591,"SUR",-0.335651724
322.1281823,57,41089,"SUR",-0.561036464
239.3606475,23,54247,"NORTE",-1.136236491
211.3200358,25,52445,"SUR",-0.425305667
275.7160987,51,44829,"SUR",0.007175917
331.2869136,49,44829,"SUR",0.007175917
294.663634,40,44829,"SUR",0.007175917
348.6436799,33,44829,"SUR",0.007175917
206.5240534,37,44829,"SUR",0.007175917
318.9970367,38,49453,"ESTE",-0.25657256
264.6251715,27,55981,"SUR",-0.595153283
284.6992678,36,55981,"SUR",-0.595153283
219.3464949,28,55981,"SUR",-0.595153283
314.0577522,12,55981,"SUR",-0.595153283
284.6381627,45,55981,"SUR",-0.595153283
296.1319795,47,55981,"SUR",-0.595153283
341.3414299,49,40919,"SUR",-0.20073037
299.4020251,42,55981,"SUR",-0.595153283
252.8834764,29,45050,"SUR",-0.510091428
340.4757705,42,55981,"SUR",-0.595153283
291.2975457,33,55981,"SUR",-0.595153283
241.8237008,57,55981,"SUR",-0.595153283
257.9092005,38,44659,"SUR",0.096234508
297.4356066,37,44659,"SUR",0.096234508
363.3812704,59,44608,"SUR",-0.039954936
377.9516785,44,44608,"SUR",-0.039954936
271.3944247,29,44608,"SUR",-0.039954936
238.4450739,31,45424,"SUR",-0.125241142
380.5631564,47,45424,"SUR",-0.125241142
232.0073342,49,45424,"SUR",-0.125241142
343.1791517,42,45135,"SUR",0.101030821
284.6992678,54,44659,"SUR",0.096234508
251.6824641,34,44659,"SUR",0.096234508
236.231569,37,40443,"NORTE",-0.642618208
306.6808072,33,50320,"NORTE",-0.693029176
265.5776773,27,54162,"SUR",-0.509662507
279.899218,35,45050,"SUR",-0.510091428
230.2978231,37,45050,"SUR",-0.510091428
251.6824641,35,45050,"SUR",-0.510091428
293.425842,35,45050,"SUR",-0.510091428
249.2398878,27,54162,"SUR",-0.509662507
269.340647,23,54162,"SUR",-0.509662507
323.7666907,38,54162,"SUR",-0.509662507
193.5763449,28,46750,"CENTRO",0.070727076
299.4020251,27,44659,"SUR",0.096234508
276.3223651,33,44659,"SUR",0.096234508
245.217926,34,40579,"SUR",-0.734202967
315.8687186,21,41208,"SUR",-0.486046187
264.6251715,28,47957,"SUR",-0.289738026
275.7160987,47,40834,"SUR",-0.238815534
301.9002856,37,44659,"SUR",0.096234508
265.085995,30,46750,"CENTRO",0.070727076
264.3384975,40,46750,"CENTRO",0.070727076
279.899218,39,46818,"ESTE",0.021176055
306.5211731,34,48586,"OESTE",-0.168937227
226.4199856,49,45356,"SUR",0.096954963
242.7698473,46,45356,"SUR",0.096954963
294.663634,30,45356,"SUR",0.096954963
243.3370586,32,45356,"SUR",0.096954963
262.3279749,68,40562,"SUR",-0.370299269
271.3944247,30,45356,"SUR",0.096954963
247.214532,53,52445,"SUR",-0.425305667
232.6981509,45,52445,"SUR",-0.425305667
208.1660944,55,44659,"SUR",0.096234508
286.422659,46,44659,"SUR",0.096234508
265.5776773,55,44659,"SUR",0.096234508
165.7811476,22,41718,"CENTRO",-0.725759398
276.3998958,39,44659,"SUR",0.096234508
289.965091,28,42024,"ESTE",-0.763190865
327.2961078,46,40562,"SUR",-0.370299269
265.5776773,53,44591,"SUR",-0.335651724
258.7965829,47,45424,"SUR",-0.125241142
226.4199856,48,40868,"SUR",-0.230660914
293.7581134,50,45067,"SUR",-0.150343686
228.6192804,42,49402,"ESTE",-0.196653642
342.2350907,47,44863,"SUR",-0.384157046
307.2930133,73,46750,"CENTRO",0.070727076
291.2975457,42,52445,"SUR",-0.425305667
283.0997686,30,45135,"SUR",0.101030821
348.4016935,59,45135,"SUR",0.101030821
299.4020251,54,45135,"SUR",0.101030821
352.414966,56,45135,"SUR",0.101030821
251.6824641,32,41208,"SUR",-0.486046187
306.0647709,45,54145,"SUR",-0.20243947
279.8327563,34,54145,"SUR",-0.20243947
288.5311572,41,41208,"SUR",-0.486046187
297.537431,44,41208,"SUR",-0.486046187
269.3817827,21,41208,"SUR",-0.486046187
294.663634,32,41208,"SUR",-0.486046187
279.899218,40,44591,"SUR",-0.335651724
308.562689,49,44591,"SUR",-0.335651724
314.0577522,25,44591,"SUR",-0.335651724
392.1781358,54,44591,"SUR",-0.335651724
265.5776773,44,44591,"SUR",-0.335651724
317.5905884,38,45033,"SUR",-0.392584715
286.8303445,16,40749,"SUR",-0.795934452
243.6104925,38,40749,"SUR",-0.795934452
243.3370586,25,41089,"SUR",-0.561036464
314.0577522,38,45169,"SUR",0.076337829
304.1187424,25,46478,"CENTRO",-0.088326488
251.6824641,40,41055,"SUR",-0.338064834
372.3847574,40,41055,"SUR",-0.338064834
315.8687186,35,45169,"SUR",0.076337829
315.8687186,29,45169,"SUR",0.076337829
284.9515209,32,45169,"SUR",0.076337829
269.340647,52,45169,"SUR",0.076337829
212.8373296,49,46614,"CENTRO",-0.30555524
248.7882652,37,45169,"SUR",0.076337829
276.3998958,30,45169,"SUR",0.076337829
276.3223651,74,41055,"SUR",-0.338064834
311.4388097,33,41021,"SUR",-0.543762274
352.8661142,54,44659,"SUR",0.096234508
254.7114881,30,41021,"SUR",-0.543762274
222.9835216,39,41021,"SUR",-0.543762274
286.422659,22,45730,"SUR",-0.326942554
297.537431,16,45407,"SUR",0.037344878
361.2416957,46,45407,"SUR",0.037344878
297.537431,65,45407,"SUR",0.037344878
274.0149234,40,45407,"SUR",0.037344878
310.4880588,17,45407,"SUR",0.037344878
269.3817827,32,45407,"SUR",0.037344878
279.899218,36,47821,"SUR",0.15250815
297.4356066,44,45118,"SUR",-0.35621225
281.4710186,53,44693,"SUR",-0.199957769
311.9597951,44,45067,"SUR",-0.150343686
257.0127499,41,44693,"SUR",-0.199957769
334.1791898,55,44693,"SUR",-0.199957769
280.7094219,48,44693,"SUR",-0.199957769
321.8199176,47,44693,"SUR",-0.199957769
414.9576308,38,44693,"SUR",-0.199957769
410.8647872,58,44999,"SUR",0.401953791
275.7160987,39,45101,"SUR",-0.223442883
306.0647709,53,45101,"SUR",-0.223442883
306.5211731,45,45101,"SUR",-0.223442883
311.4388097,22,40698,"SUR",-0.548005333
296.6431314,34,45101,"SUR",-0.223442883
271.3944247,39,44591,"SUR",-0.335651724
307.2930133,35,41089,"SUR",-0.561036464
252.0373703,50,53380,"SUR",0.35113503
252.0373703,60,53380,"SUR",0.35113503
299.5835778,18,44591,"SUR",-0.335651724
254.9737568,43,44591,"SUR",-0.335651724
269.83028,21,44591,"SUR",-0.335651724
271.3944247,46,44591,"SUR",-0.335651724
317.2709048,66,44591,"SUR",-0.335651724
304.0351156,50,44591,"SUR",-0.335651724
252.8834764,25,41089,"SUR",-0.561036464
254.7114881,23,41089,"SUR",-0.561036464
269.340647,32,41089,"SUR",-0.561036464
249.2398878,41,52445,"SUR",-0.425305667
331.5818959,27,52445,"SUR",-0.425305667
284.6992678,43,40919,"SUR",-0.20073037
297.3411492,44,41106,"SUR",-0.67826016
301.430441,39,41106,"SUR",-0.67826016
249.2398878,28,41106,"SUR",-0.67826016
297.3411492,41,40919,"SUR",-0.20073037
243.6104925,39,40919,"SUR",-0.20073037
258.4567678,35,52445,"SUR",-0.425305667
306.6808072,48,40919,"SUR",-0.20073037
276.3998958,36,41106,"SUR",-0.67826016
243.6104925,42,40919,"SUR",-0.20073037
294.663634,46,53380,"SUR",0.35113503
376.7914409,56,45135,"SUR",0.101030821
310.1070339,41,40919,"SUR",-0.20073037
260.3827456,51,44659,"SUR",0.096234508
370.8372235,48,44659,"SUR",0.096234508
256.7738287,31,44659,"SUR",0.096234508
265.085995,48,44659,"SUR",0.096234508
275.7160987,59,44659,"SUR",0.096234508
254.7114881,43,44659,"SUR",0.096234508
334.2749277,62,44659,"SUR",0.096234508
238.4450739,46,44659,"SUR",0.096234508
289.965091,41,44659,"SUR",0.096234508
341.79344,42,44659,"SUR",0.096234508
291.2975457,42,44659,"SUR",0.096234508
339.8196235,56,44659,"SUR",0.096234508
352.414966,54,44659,"SUR",0.096234508
395.9046785,61,44659,"SUR",0.096234508
267.7054601,70,44659,"SUR",0.096234508
350.7261949,48,44659,"SUR",0.096234508
317.2709048,53,44659,"SUR",0.096234508
318.1821513,47,44659,"SUR",0.096234508
241.8237008,52,44659,"SUR",0.096234508
288.5311572,42,44659,"SUR",0.096234508
245.9752409,52,44659,"SUR",0.096234508
265.5776773,66,46614,"CENTRO",-0.30555524
280.3553398,24,44659,"SUR",0.096234508
241.8237008,58,44659,"SUR",0.096234508
284.6992678,43,41038,"SUR",-0.452965686
286.422659,44,44557,"SUR",0.379678543
290.2230055,38,44557,"SUR",0.379678543
289.870797,42,44557,"SUR",0.379678543
282.5470076,22,44557,"SUR",0.379678543
257.9092005,33,41038,"SUR",-0.452965686
254.9737568,36,41038,"SUR",-0.452965686
310.1070339,47,41038,"SUR",-0.452965686
308.6095681,56,44557,"SUR",0.379678543
267.7054601,27,41038,"SUR",-0.452965686
299.5835778,44,41038,"SUR",-0.452965686
321.1045335,50,45169,"SUR",0.076337829
258.0020604,57,44557,"SUR",0.379678543
284.9515209,44,44591,"SUR",-0.335651724
276.3998958,27,44608,"SUR",-0.039954936
333.1526385,36,44608,"SUR",-0.039954936
451.252447,49,44608,"SUR",-0.039954936
397.1948895,61,44608,"SUR",-0.039954936
585.2636471,71,44608,"SUR",-0.039954936
320.4717324,47,44829,"SUR",0.007175917
359.0368024,30,44608,"SUR",-0.039954936
227.4075224,39,44829,"SUR",0.007175917
321.1045335,25,44608,"SUR",-0.039954936
324.9718168,43,44608,"SUR",-0.039954936
350.4153152,56,44608,"SUR",-0.039954936
318.9970367,52,44608,"SUR",-0.039954936
264.3384975,40,44608,"SUR",-0.039954936
300.3622396,68,44608,"SUR",-0.039954936
287.7759805,35,44608,"SUR",-0.039954936
307.2930133,42,44608,"SUR",-0.039954936
390.6259849,58,44608,"SUR",-0.039954936
284.9515209,43,44608,"SUR",-0.039954936
275.4035423,33,44829,"SUR",0.007175917
283.0997686,44,44608,"SUR",-0.039954936
280.7094219,29,41021,"SUR",-0.543762274
249.2398878,40,44829,"SUR",0.007175917
333.1526385,42,44829,"SUR",0.007175917
260.3827456,39,44829,"SUR",0.007175917
330.9302566,63,44829,"SUR",0.007175917
243.6623033,44,44829,"SUR",0.007175917
334.2749277,60,44829,"SUR",0.007175917
299.4020251,40,44829,"SUR",0.007175917
293.580439,36,44829,"SUR",0.007175917
343.9919092,47,44829,"SUR",0.007175917
280.3553398,42,44829,"SUR",0.007175917
296.6431314,39,44608,"SUR",-0.039954936
258.4567678,43,44829,"SUR",0.007175917
269.83028,33,44829,"SUR",0.007175917
293.580439,44,44829,"SUR",0.007175917
318.1821513,47,44829,"SUR",0.007175917
291.2975457,46,44829,"SUR",0.007175917
289.965091,48,44829,"SUR",0.007175917
357.2973844,55,44829,"SUR",0.007175917
252.8834764,20,50320,"NORTE",-0.693029176
199.5419489,44,41021,"SUR",-0.543762274
306.5211731,43,41174,"SUR",-0.664181863
333.1526385,48,45101,"SUR",-0.223442883
260.364566,37,40749,"SUR",-0.795934452
311.4388097,41,53856,"SUR",-0.428515565
297.3411492,26,45356,"SUR",0.096954963
289.870797,51,46869,"ESTE",-0.230837722
293.425842,46,45033,"SUR",-0.392584715
211.3200358,18,44591,"SUR",-0.335651724
273.1114451,34,45033,"SUR",-0.392584715
237.1504405,46,45033,"SUR",-0.392584715
290.2230055,44,45033,"SUR",-0.392584715
208.1660944,39,45033,"SUR",-0.392584715
327.859256,28,45033,"SUR",-0.392584715
226.4199856,16,41106,"SUR",-0.67826016
301.430441,37,41973,"ESTE",-0.384727293
239.3606475,28,41106,"SUR",-0.67826016
316.174871,53,44659,"SUR",0.096234508
289.965091,18,54145,"SUR",-0.20243947
291.2975457,34,45356,"SUR",0.096954963
327.2961078,54,47770,"SUR",0.296675293
291.5281109,31,45356,"SUR",0.096954963
275.4035423,54,45356,"SUR",0.096954963
281.4710186,32,41021,"SUR",-0.543762274
275.4035423,60,44659,"SUR",0.096234508
204.6479234,40,44659,"SUR",0.096234508
344.2969754,50,45169,"SUR",0.076337829
255.3903467,31,41055,"SUR",-0.338064834
310.1070339,45,41055,"SUR",-0.338064834
234.1560109,37,41055,"SUR",-0.338064834
317.2709048,58,45169,"SUR",0.076337829
372.1720842,61,45169,"SUR",0.076337829
367.4200794,46,46648,"CENTRO",-0.390445751
354.5177678,60,45169,"SUR",0.076337829
348.6436799,44,45169,"SUR",0.076337829
249.2398878,38,41055,"SUR",-0.338064834
271.2019487,48,45169,"SUR",0.076337829
336.6330262,42,45169,"SUR",0.076337829
284.6992678,54,45169,"SUR",0.076337829
294.663634,54,45169,"SUR",0.076337829
315.8687186,51,41055,"SUR",-0.338064834
458.0732368,52,45169,"SUR",0.076337829
287.7759805,24,41055,"SUR",-0.338064834
249.2398878,26,41055,"SUR",-0.338064834
327.2961078,35,45169,"SUR",0.076337829
287.7759805,32,45169,"SUR",0.076337829
343.1791517,42,41055,"SUR",-0.338064834
351.9635727,23,41055,"SUR",-0.338064834
249.2398878,48,41055,"SUR",-0.338064834
318.1821513,50,45169,"SUR",0.076337829
308.6095681,30,45169,"SUR",0.076337829
255.3903467,49,41055,"SUR",-0.338064834
335.2123615,42,47566,"SUR",0.135447084
277.8999698,39,45101,"SUR",-0.223442883
223.9518957,46,45101,"SUR",-0.223442883
322.1250074,48,52598,"SUR",-0.33324503
264.3384975,28,44863,"SUR",-0.384157046
286.422659,26,42364,"SUR",-0.784713486
182.4888968,27,44863,"SUR",-0.384157046
314.0577522,22,44863,"SUR",-0.384157046
325.8096242,42,45356,"SUR",0.096954963
296.1319795,39,45356,"SUR",0.096954963
340.4757705,47,40562,"SUR",-0.370299269
289.965091,52,45356,"SUR",0.096954963
301.8829919,52,45356,"SUR",0.096954963
300.3622396,42,49402,"ESTE",-0.196653642
334.0539454,51,44557,"SUR",0.379678543
318.1821513,45,44557,"SUR",0.379678543
356.9947876,49,44557,"SUR",0.379678543
320.4717324,75,45356,"SUR",0.096954963
313.0786865,43,44557,"SUR",0.379678543
222.7303008,37,44557,"SUR",0.379678543
407.9443781,53,44557,"SUR",0.379678543
286.8303445,26,41038,"SUR",-0.452965686
297.4356066,40,44557,"SUR",0.379678543
290.9500661,64,44557,"SUR",0.379678543
331.5818959,41,44557,"SUR",0.379678543
327.859256,33,41038,"SUR",-0.452965686
321.8199176,39,44557,"SUR",0.379678543
249.2398878,53,46750,"CENTRO",0.070727076
252.0373703,35,44557,"SUR",0.379678543
293.425842,54,44557,"SUR",0.379678543
343.1791517,46,45118,"SUR",-0.35621225
314.0577522,48,40868,"SUR",-0.230660914
279.899218,36,45118,"SUR",-0.35621225
318.9970367,38,45118,"SUR",-0.35621225
222.3346426,34,45118,"SUR",-0.35621225
317.2709048,39,45118,"SUR",-0.35621225
215.2760837,34,54162,"SUR",-0.509662507
256.7738287,34,40919,"SUR",-0.20073037
238.4450739,40,41106,"SUR",-0.67826016
190.456197,37,41106,"SUR",-0.67826016
297.3411492,47,45356,"SUR",0.096954963
291.2975457,29,45356,"SUR",0.096954963
288.5311572,15,48144,"SUR",-0.370065218
317.2709048,33,45356,"SUR",0.096954963
321.8199176,53,40562,"SUR",-0.370299269
291.2975457,49,45356,"SUR",0.096954963
388.8240344,47,45356,"SUR",0.096954963
264.6251715,37,40562,"SUR",-0.370299269
243.6623033,54,45135,"SUR",0.101030821
260.364566,35,45135,"SUR",0.101030821
287.2980576,50,45135,"SUR",0.101030821
288.5311572,49,45135,"SUR",0.101030821
260.364566,68,45356,"SUR",0.096954963
258.0020604,36,40698,"SUR",-0.548005333
267.6096759,39,40698,"SUR",-0.548005333
265.085995,23,45050,"SUR",-0.510091428
296.6431314,34,40698,"SUR",-0.548005333
252.8834764,49,40698,"SUR",-0.548005333
320.4717324,55,40698,"SUR",-0.548005333
265.085995,50,40698,"SUR",-0.548005333
306.8270852,49,45050,"SUR",-0.510091428
271.2019487,44,45050,"SUR",-0.510091428
313.0786865,44,40698,"SUR",-0.548005333
293.7581134,42,45050,"SUR",-0.510091428
262.3279749,47,40698,"SUR",-0.548005333
256.7738287,19,45050,"SUR",-0.510091428
218.8537635,22,42857,"SUR",-0.866596794
257.0127499,21,40698,"SUR",-0.548005333
265.085995,26,40698,"SUR",-0.548005333
243.6104925,38,45050,"SUR",-0.510091428
246.4484682,37,45050,"SUR",-0.510091428
286.8303445,40,41055,"SUR",-0.338064834
281.4710186,39,45169,"SUR",0.076337829
296.7787568,29,41055,"SUR",-0.338064834
255.3903467,45,41055,"SUR",-0.338064834
306.5211731,52,48365,"SUR",-0.253631559
232.0073342,44,41055,"SUR",-0.338064834
269.340647,28,41055,"SUR",-0.338064834
270.7438559,31,41055,"SUR",-0.338064834
320.4717324,41,45169,"SUR",0.076337829
311.4388097,39,45169,"SUR",0.076337829
227.4075224,35,45169,"SUR",0.076337829
252.0373703,19,41055,"SUR",-0.338064834
280.7094219,50,43707,"SUR",-0.156990126
271.3944247,40,41055,"SUR",-0.338064834
249.2398878,54,40868,"SUR",-0.230660914
255.3903467,38,40817,"SUR",-0.695620594
215.9568209,31,47991,"SUR",-0.300772333
208.1660944,41,40562,"SUR",-0.370299269
293.7581134,33,45135,"SUR",0.101030821
267.8574725,27,40562,"SUR",-0.370299269
264.6251715,38,45101,"SUR",-0.223442883
306.0647709,39,40868,"SUR",-0.230660914
297.3411492,41,40868,"SUR",-0.230660914
205.6641868,44,49368,"ESTE",0.204023006
249.2398878,68,40868,"SUR",-0.230660914
273.1114451,49,40868,"SUR",-0.230660914
258.0020604,39,45067,"SUR",-0.150343686
330.9302566,46,52445,"SUR",-0.425305667
351.3598307,47,40919,"SUR",-0.20073037
325.7069944,29,40919,"SUR",-0.20073037
339.6382546,29,52445,"SUR",-0.425305667
294.663634,26,40919,"SUR",-0.20073037
247.214532,39,40919,"SUR",-0.20073037
308.6095681,27,45118,"SUR",-0.35621225
342.2350907,32,45407,"SUR",0.037344878
306.8270852,37,49181,"NORTE",-0.702429558
340.2069513,29,41208,"SUR",-0.486046187
279.899218,38,41208,"SUR",-0.486046187
293.580439,45,44999,"SUR",0.401953791
372.3847574,61,44999,"SUR",0.401953791
289.870797,52,44999,"SUR",0.401953791
284.6381627,52,44999,"SUR",0.401953791
334.0539454,50,40698,"SUR",-0.548005333
339.8196235,30,45101,"SUR",-0.223442883
251.6824641,40,40698,"SUR",-0.548005333
300.3622396,44,44999,"SUR",0.401953791
316.7147349,30,44999,"SUR",0.401953791
218.8537635,52,44999,"SUR",0.401953791
260.3827456,29,44999,"SUR",0.401953791
306.0647709,46,44999,"SUR",0.401953791
322.1250074,51,44999,"SUR",0.401953791
307.2930133,61,44999,"SUR",0.401953791
313.2289722,60,44999,"SUR",0.401953791
284.6992678,36,44608,"SUR",-0.039954936
280.3553398,38,52428,"SUR",-0.329329086
279.899218,47,52428,"SUR",-0.329329086
310.4880588,18,40698,"SUR",-0.548005333
308.562689,34,45050,"SUR",-0.510091428
216.1323021,29,45050,"SUR",-0.510091428
242.7698473,34,40698,"SUR",-0.548005333
350.7261949,20,45050,"SUR",-0.510091428
216.1323021,44,40698,"SUR",-0.548005333
247.214532,23,45050,"SUR",-0.510091428
222.9835216,29,40698,"SUR",-0.548005333
251.6824641,51,45050,"SUR",-0.510091428
232.6981509,37,45050,"SUR",-0.510091428
279.1437919,38,43571,"OESTE",-0.836113377
299.4020251,42,45067,"SUR",-0.150343686
335.2123615,37,45118,"SUR",-0.35621225
326.4299078,27,44693,"SUR",-0.199957769
397.5299922,46,45067,"SUR",-0.150343686
260.3827456,33,45407,"SUR",0.037344878
367.4816173,20,45407,"SUR",0.037344878
275.7160987,56,45407,"SUR",0.037344878
207.8039913,33,45407,"SUR",0.037344878
232.0073342,47,40834,"SUR",-0.238815534
330.4299864,46,45407,"SUR",0.037344878
243.6623033,64,41208,"SUR",-0.486046187
291.2975457,49,45118,"SUR",-0.35621225
206.5240534,43,40834,"SUR",-0.238815534
264.6251715,37,40919,"SUR",-0.20073037
303.9184383,44,40919,"SUR",-0.20073037
277.8999698,37,40919,"SUR",-0.20073037
306.2936756,44,40919,"SUR",-0.20073037
200.1918266,56,47158,"ESTE",-0.058669106
324.9718168,42,44591,"SUR",-0.335651724
371.5968963,33,45033,"SUR",-0.392584715
330.5341143,46,45033,"SUR",-0.392584715
361.2416957,41,45033,"SUR",-0.392584715
279.8327563,15,45033,"SUR",-0.392584715
